City,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Your main technology,Just a few more general questions,Company size,Annual gross salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company layoffs,Work From Home allowance
Berlin,,Full-time employee,,QA Engineer,,3,0,Lead / Staff,,Java,"Java / Scala,Python,Javascript / Typescript,Docker,Terraform,Kubernetes,Google Cloud",0,English,,,11-50,72000,0,,25,,,,,,,No,over 1000 euros
Berlin,,Founder,,Data Scientist,,8,7,Other,Chief,Python,"SQL,AWS,Docker",2,"English,Russian",,,up to 10,75000,90000,75000,Unlimited,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Backend Developer,,11,2,Middle,,Java,"SQL,AWS,Kubernetes,Docker",2,"English,Russian",,,1000+,70000,73000,70000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,4,5,Senior,,JavaScript / Typescript," React,NodeJS,SQL,AWS,SAP / ABAP,Docker,Python",0,"English,Russian",,,1000+,66000,66000,,25,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,5,5,Lead / Staff,,Java,"Kotlin,SQL,AWS,Docker",0,"English,German",,,51-100,90000,90000,81000,28,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,18,4,Middle,,JavaScript / Typescript,"Javascript / Typescript,NodeJS,Docker,Azure",3,"German,English",,,11-50,78000,78000,78000,26,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,10,3,Senior,,Java,"Kotlin,Kubernetes,Terraform,Docker",1,English,,,1000+,85000,97000,80000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,8,3,Senior,,PHP,Javascript / Typescript,3,"English,Russian",,,11-50,72000,80000,55000,24,,,,,,,No,100 - 500
Karlsruhe,,Full-time employee,,Software Engineer,,1,0,Junior,,Python,"Python,Docker,Other",0,English,,,1000+,48900,29880,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,10,4,Middle,,Java,"Kotlin,Angular,AWS,Terraform,Kubernetes,Docker",4,English,,,101-1000,75000,80000,70000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,11,0,Lead / Staff,,JavaScript / Typescript,"Google Cloud,Terraform,Docker,Kubernetes,AWS,NodeJS, React",0,English,,,101-1000,120000,120000,,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,6,1,Senior,,JavaScript / Typescript,React,1,English,,,101-1000,72400,80000,,,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,12,4,Senior,,C / C++,"C / C++,Python,Other,Docker",0,English,,,101-1000,100000,120000,95000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,2,Middle,,NodeJS,"Python,Kotlin,NodeJS,AWS",2,English,,,1000+,89000,110000,,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,8,6,Senior,,Kotlin,Java / Scala,0,English,,,1000+,136000,60000,104000,28,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Software Engineer,,6,6,Middle,,Java,"Java / Scala,Python,SQL,Docker,AWS,Javascript / Typescript",4,"English,German",,,101-1000,80000,0,80000,28,,,,,,No,Yes,up to 100 euro
Berlin,,Full-time employee,,Data Scientist,,5,1,Middle,,Python,"SQL,Google Cloud",1,English,,,1000+,73000,73000,,24,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,Engineering Manager,,15,11,Senior,,Java,"Python,Ruby,Go,Rust,AWS",0,English,,,1000+,150000,300000,210000,28,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,Software Engineer,,15,10,Senior,,JavaScript / Typescript," React,NodeJS,AWS,Google Cloud",0,English,,,1000+,115000,140000,90000,unlimited,,,,,,No,Yes,over 1000 euros
Frankfurt,,Self-employed (freelancer),,BI Developer / Data Engineer,,7,4,Senior,,Python,"SQL,AWS,Docker",1,"German,English",,,101-1000,,,,,77,2008,20,0,,"Yes, I am NOT satisfied with a severance package",Yes,over 1000 euros
Berlin,,Full-time employee,,Tech Lead / Team Lead,,12,6,Lead / Staff,,PHP,"AWS,SQL,Docker",5,"English,Russian",,,101-1000,90000,100000,85000,unlimited,,,,,,,No,500 - 1000
Munich,,Full-time employee,,Backend Developer,,11,8,Middle,,Ruby,,0,English,,,1000+,84000,101000,89000,unlimited,,,,,,No,Yes,500 - 1000
Dresden,,Full-time employee,,Other,Solutions Engineer,7,1,Senior,,Other,"SQL,Google Cloud,AWS,Javascript / Typescript,Docker",1,"English,Russian",Not applicable,,101-1000,57000,6000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,4,0,Senior,,Python,,0,English,,,51-100,69000,72000,,28,,,,,,,No,No
Hamburg,,Full-time employee,,Backend Developer,,17,6,Lead / Staff,,Go,"Python,PHP,Kubernetes,Docker",0,English,,,11-50,120000,145000,100000,27,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Head / Principal / VP,,20,10,Head / Principal,,Java,,3,"English,German",,,101-1000,115000,125000,125000,30,,,,,,No,Yes,No
Other,Saarbruken,Full-time employee,,QA Engineer,,5,2,Middle,,Java,"Python,SQL",3,English,,,11-50,51000,55000,,26,,,,,,,No,No
Munich,,Full-time employee,,Data Scientist,,1,1,Junior,,SQL,"SAP / ABAP,SQL",0,English,,,1000+,54000,59000,,30,,,,,,,No,No
Stuttgart,,Full-time employee,,Other,Application engineer,5,5,Senior,,Python,"AWS,Other,Python",5,English,,,1000+,60000,70000,63000,30,,,,,,,No,No
Berlin,,Full-time employee,,Data Scientist,,4,1,Middle,,Python,,1,English,,,1000+,77000,82000,72000,30,,,,,,No,Yes,500 - 1000
Other,,Full-time employee,,DevOps,,3,1,Junior,,Python,"Docker,Terraform,Kubernetes,SAP / ABAP,SQL",1,"English,German",,,1000+,45000,53000,53000,30,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Designer (UI/UX),,6,0,Senior,,Other,Other,0,English,,,1000+,77000,79000,,Unlimited,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Head / Principal / VP,,22,5,Head / Principal,,Other,Other,0,English,AWS,,101-1000,250000,320000,200000,27,,,,,,No,Yes,No
Berlin,,Full-time employee,,QA Engineer,,7,3,Senior,,Other,"Java / Scala,SQL",0,"Russian,English",manual QA,,1000+,75000,75000,55000,30,,,,,,,No,up to 100 euro
Munich,,Full-time employee,,Backend Developer,,2,0,Middle,,Go,SQL,0,English,,,1000+,68000,68000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,9,4,Lead / Staff,,Python,"SQL,AWS,Docker",2,English,,,101-1000,95000,95000,87000,28,,,,,,,No,100 - 500
Munich,,Full-time employee,,Software Engineer,,0,0,Junior,,Python,"Azure,Kubernetes,Terraform,Docker,Go,SQL",0,"English,German",,,1000+,57000,68000,0,30,,,,,,,No,100 - 500
Hamburg,,Full-time employee,,Tech Lead / Team Lead,,13,6,Lead / Staff,,NodeJS,"Javascript / Typescript, React,NodeJS,SQL,Google Cloud,Kubernetes,Terraform,Docker",1,"English,Russian",,,51-100,90000,90000,82000,28,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,6,0,Middle,,PHP,Python,0,English,,,11-50,65000,65000,,26,,,,,,No,Yes,No
Stuttgart,,Full-time employee,,Software Engineer,,5,5,Middle,,C / C++,"Python,SQL",2,"English,German",,,51-100,85000,0,,30,,,,,,,No,No
Dusseldorf,,Full-time employee,,QA Engineer,,6,1,Senior,,Other,"SAP / ABAP,Azure,Other",0,English,,,1000+,65000,0,,30,,,,,,No,Yes,No
Munich,,Full-time employee,,Network / Security Engineer / System Administrator,,15,5,Senior,,Other,"Python,Terraform",2,"English,German,Russian",,,11-50,70000,70000,65000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Frontend Developer,,10,4,Middle,,JavaScript / Typescript,React,2,English,,,1000+,72500,78000,70000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,9,2,Lead / Staff,,Java,"Kotlin,SQL,AWS,Docker",3,English,,,1000+,102000,122000,97000,25,,,,,,No,Yes,No
Munich,,Full-time employee,,Frontend Developer,,7,2,Senior,,JavaScript / Typescript,React,2,English,,,101-1000,67000,68000,65500,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Engineering Manager,,15,8,Other,,Python,Javascript / Typescript,0,English,,,11-50,90000,90000,80000,26,,,,,,,No,No
Berlin,,Full-time employee,,BI Developer / Data Engineer,,10,6,Senior,,Python,"Docker,Kubernetes,Google Cloud,SQL",2,English,,,1000+,78000,81000,79000,30,,,,,,,No,No
Berlin,,Full-time employee,,Engineering Manager,,12,5,Head / Principal,,Python,"Python,Azure,Kubernetes,Terraform,Docker",2,English,,,1000+,120000,120000,,30,,,,,,,No,No
Munich,,Full-time employee,,Product Manager,,11,2,Middle,,Other,Other,1,English,,,1000+,67000,72000,62000,32,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,DevOps,,6,1,Middle,,Go,"Python,Javascript / Typescript,Kubernetes,Terraform,Docker",1,English,,,101-1000,72000,77000,,30,,,,,,,No,100 - 500
Other,Bad Pyrmont,Full-time employee,,Software Engineer,,7,7,Senior,,C# / .NET,,5,English,,,1000+,67000,67000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,5,Middle,,Kotlin,Javascript / Typescript,0,"English,German",,,101-1000,80000,1000,,30,,,,,,,No,No
Cologne,,Full-time employee,,Data Scientist,,5,5,Lead / Staff,,Python,"R,SQL,Docker",3,German,,,11-50,120000,120000,120000,25,,,,,,,No,No
Munich,,Full-time employee,,Head / Principal / VP,,14,8,Head / Principal,,Java,"AWS,Kubernetes,Terraform,Docker",5,"English,German,Russian",,,101-1000,125000,130000,107000,30,,,,,,,No,up to 100 euro
Munich,,Full-time employee,,Software Engineer,,4,4,Middle,,Java,Java / Scala,2,German,,,1000+,61000,65000,61000,27,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,9,4,Senior,,Ruby,"Javascript / Typescript,SQL,Go,AWS",4,English,,,up to 10,78000,78000,72000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Tech Lead / Team Lead,,11,4,Lead / Staff,,PHP,"Go,AWS,Docker,Terraform",4,"English,Russian",,,101-1000,85000,85000,75000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Head / Principal / VP,,12,7,Head / Principal,,Java,"PHP,Java / Scala,Docker,Terraform,AWS,SQL, React,Javascript / Typescript",5,"English,Russian",,,1000+,160000,210000,190000,30,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,12,7,Lead / Staff,,JavaScript / Typescript,"Angular, React,Javascript / Typescript",6,English,,,1000+,80000,110000,92000,31,,,,,,,No,No
Berlin,,Full-time employee,,Data Scientist,,2,0,Middle,,Python,"Python,SQL,AWS,Google Cloud",0,English,,,1000+,53500,53500,,27,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,2,1,Junior,,C / C++,"Python,AWS,Docker",1,English,,,1000+,67000,85000,85000,28,,,,,,No,Yes,500 - 1000
Berlin,,Full-time employee,,BI Developer / Data Engineer,,5,3,Junior,,Python,Azure,1,English,,,1000+,58000,60000,,30,,,,,,,No,No
Frankfurt,,Full-time employee,,DevOps,,8,3,Senior,,Other,"AWS,Kubernetes,Terraform,Docker",3,English,,,101-1000,63000,66000,60000,28,,,,,,,No,No
Munich,,Full-time employee,,Backend Developer,,15,4,Senior,,Java,"SQL,Google Cloud,Terraform,Docker",1,"English,German,Russian",,,1000+,68000,77000,77000,30,,,,,,,No,up to 100 euro
Other,Dublin,Full-time employee,,Mobile Developer,,20,0,Lead / Staff,,Swift,"C / C++,Other",2,English,,,101-1000,110000,0,100000,24,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Backend Developer,,10,4,Senior,,PHP,"SQL,Docker",0,English,,,1000+,75000,75000,60000,28,,,,,,,No,No
Dusseldorf,,Full-time employee,,Data Scientist,,2,2,Junior,,Python,R,1,"English,German",,,1000+,52000,52000,,,,,,,,,No,over 1000 euros
Berlin,,Full-time employee,,Tech Lead / Team Lead,,10,2,Lead / Staff,,Go,"Kubernetes,Google Cloud,Terraform,Docker",2,"English,Russian",,,11-50,105000,105000,95000,45,,,,,,,No,over 1000 euros
Hamburg,,Full-time employee,,QA Engineer,,16,7,Senior,,JavaScript / Typescript,,3,"English,German,Russian",,,101-1000,70000,76000,70000,30,,,,,,,No,up to 100 euro
Munich,,Full-time employee,,DevOps,,6,1,Senior,,C# / .NET,"Javascript / Typescript,SQL,NodeJS,Azure,Terraform",0,English,,,up to 10,70000,70000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,7,0,Senior,,Other,"Go,Python,Docker,Perl",0,"English,Russian",Lua,,1000+,82800,90000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,12,4,Middle,,Python,"PHP,Javascript / Typescript",0,"English,German",,,101-1000,60000,60000,,,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,12,1,Senior,,Java,,1,English,,,101-1000,80000,80000,,31,,,,,,,No,No
Berlin,,Full-time employee,,Product Manager,,15,10,Lead / Staff,,Java,,10,"English,German,Russian",,,11-50,53500,55000,55000,28,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,1,Middle,,JavaScript / Typescript,,1,"Russian,German,English",,,1000+,70000,70000,,,,,,,,,No,No
Berlin,,Full-time employee,,Software / Solutions Architect,,15,6,Lead / Staff,,PHP,"Python,C# / .NET core,NodeJS,SQL,AWS,Kubernetes,Docker",0,"English,German,Russian",,,101-1000,100000,100000,80000,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Other,Developer Advocate,14,0,Senior,,Kotlin,"Python,Java / Scala,SQL,AWS,Google Cloud",3,"English,Russian",,,1000+,80000,80000,,30,,,,,,,No,over 1000 euros
Karlsruhe,,Full-time employee,,Engineering Manager,,22,8,Lead / Staff,,C# / .NET,"Javascript / Typescript, React,Kubernetes,Terraform,Docker,Azure,Google Cloud,Python,C# / .NET core",4,"English,German",,,1000+,106000,127000,115000,30,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,18,7,Head / Principal,,C / C++,"Python,Perl,Other",2,"English,Russian",,,1000+,91000,91000,91000,30,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Frontend Developer,,14,4,Senior,,JavaScript / Typescript,,2,"English,Russian",,,1000+,80000,80000,75000,30,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,QA Engineer,,6,2,Middle,,Java,,0,"English,Russian",,,1000+,60000,60000,52800,30,,,,,,,No,No
Berlin,,Full-time employee,,C-level (CTO / CEO / ...),,14,8,Head / Principal,,JavaScript / Typescript,"NodeJS,Go,AWS,Terraform,Docker, React,Python,SQL",2,English,,,11-50,110000,250000,220000,24,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Backend Developer,,6,5,Senior,,Ruby,,4,English,,,51-100,74000,74000,64000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Head / Principal / VP,,18,10,Head / Principal,,Other,"Python,Java / Scala,C / C++,NodeJS,Javascript / Typescript,Kubernetes,Other,Docker,AWS,SQL",10,English,N/A,,1000+,140000,160000,,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Backend Developer,,6,1,Middle,,Java,"Java / Scala,SQL",1,"English,Russian",,,101-1000,60000,66000,,30,,,,,,,No,500 - 1000
Berlin,,Full-time employee,,Backend Developer,,5,0,Middle,,Ruby,,0,English,,,51-100,65000,65000,,29,,,,,,No,Yes,No
Berlin,,Full-time employee,,Frontend Developer,,4,1,Middle,,JavaScript / Typescript,React,1,English,,,51-100,55000,0,0,30,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Network / Security Engineer / System Administrator,,10,6,Lead / Staff,,Python,"Terraform,Kubernetes,AWS,NodeJS, React,Javascript / Typescript,Java / Scala",2,English,,,1000+,100000,130000,100000,28,,,,,,No,Yes,No
Other,Schleswig-Holstein,Full-time employee,,Software Engineer,,28,20,Senior,,C# / .NET,C / C++,20,"English,German",,,51-100,97000,108000,110000,30,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,8,2,Lead / Staff,,JavaScript / Typescript,"Python,Javascript / Typescript, React,NodeJS,Docker,AWS",2,"English,Russian",,,101-1000,85000,85000,80000,28,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Tech Lead / Team Lead,,10,10,Lead / Staff,,PHP," React,NodeJS,Docker",3,"English,German",,,11-50,60000,61000,,30,,,,,,No,Yes,No
Other,Paris,Full-time employee,,Product Manager,,15,0,Senior,,SQL,"SQL,Other",0,English,,,11-50,57700,59000,,28,,,,,,,No,100 - 500
Aachen,,Full-time employee,,Software Engineer,,5,5,Senior,,Python,"Javascript / Typescript, React,SQL",2,English,,,101-1000,100000,105000,87500,25,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,25,7,Senior,,Python,"SQL,AWS,Google Cloud,Docker",1,"English,Russian",,,11-50,200000,200000,200000,unlimited,,,,,,,No,No
Hamburg,,Self-employed (freelancer),,Software Engineer,,13,9,Senior,,Java,"Python,Javascript / Typescript,NodeJS,AWS,Terraform,Docker,Other",1,"German,English",,,101-1000,,,,,87,1700,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,11,0,Senior,,Go,C# / .NET core,0,"English,Russian",,,101-1000,90000,0,,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,11,1,Senior,,PHP,"Javascript / Typescript,NodeJS,SQL,AWS,Docker",1,English,,,11-50,70000,70000,57000,24,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,4,Senior,,C / C++,,1,English,,,11-50,75000,75000,60000,30,,,,,,,No,No
Berlin,,Full-time employee,,QA Engineer,,15,5,Lead / Staff,,Python,"Javascript / Typescript,NodeJS,SQL,Go,Docker,AWS",4,English,,,101-1000,85000,89000,80000,30,,,,,,,No,100 - 500
Munich,,Full-time employee,,Software Engineer,,14,3,Senior,,JavaScript / Typescript,,0,English,,,1000+,110000,137000,75000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,6,2,Middle,,Java,"Javascript / Typescript,AWS,Docker,Kubernetes",0,"English,German",,,101-1000,69000,69000,65000,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,Backend Developer,,12,4,Senior,,JavaScript / Typescript,"Javascript / Typescript,Angular,NodeJS,SQL,AWS",2,English,,,11-50,55000,55000,55000,23,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,10,10,Lead / Staff,,Python,"Python,Docker,Kubernetes,AWS",2,English,,,101-1000,82500,82500,75000,27,,,,,,No,Yes,No
Berlin,,Full-time employee,,Backend Developer,,15,4,Senior,,C# / .NET,"C# / .NET core,Javascript / Typescript,.NET,SQL,Docker,Other",2,German,,,1000+,80000,80000,75000,30,,,,,,,No,No
Berlin,,Full-time employee,,Engineering Manager,,8,4,Senior,,Ruby,"Docker,AWS,Javascript / Typescript",4,"English,Russian",,,101-1000,85000,95000,85000,25,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,7,5,Middle,,Go,"Python,SQL,Google Cloud,Kubernetes,Terraform,Docker",1,English,,,1000+,78000,83000,72000,27,,,,,,No,Yes,No
Berlin,,Full-time employee,,Backend Developer,,10,10,Middle,,Java,"AWS,Docker,Terraform,SQL, React",1,English,,,101-1000,80000,80000,,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Data Scientist,,4,1,Middle,,Python,"SQL,Google Cloud",1,English,,,1000+,70000,100000,,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,6,3,Middle,,JavaScript / Typescript,React,1,English,,,101-1000,80000,90000,65000,40,,,,,,,No,over 1000 euros
Darmstadt,,Full-time employee,,Software Engineer,,18,1,Senior,,Python,"Python,Javascript / Typescript,Angular,Kubernetes,Docker",10,"English,Russian",,,51-100,65000,65000,,14,,,,,,,No,No
Berlin,,Full-time employee,,Data Scientist,,6,0,Senior,,Python,"SQL,AWS,Google Cloud,Docker",0,English,,,1000+,96000,111000,,28,,,,,,No,Yes,No
Berlin,,Full-time employee,,Software Engineer,,0,0,Junior,,Kotlin,Docker,0,English,,,1000+,50000,50000,,30,,,,,,,No,No
Berlin,,Part-time employee,,Tech Lead / Team Lead,,10,8,Senior,,Python,"Python,Javascript / Typescript,AWS,Docker,Kubernetes,Go",5,English,,,101-1000,66800,70140,60800,24,,,,,32,,No,No
Munich,,Full-time employee,,Mobile Developer,,8,4,Middle,,Kotlin,"Python,Java / Scala,Javascript / Typescript",3,English,,,101-1000,85000,86500,76000,30,,,,,,,No,500 - 1000
Munich,,Full-time employee,,Tech Lead / Team Lead,,20,4,Head / Principal,,Python,"AWS,Kubernetes,Docker",2,"English,German,Russian",,,1000+,135000,155000,145000,30,,,,,,,No,up to 100 euro
Munich,,Full-time employee,,Software Engineer,,13,7,Senior,,Kotlin,"Java / Scala,Docker",2,"English,Russian",,,101-1000,98000,115000,88000,30,,,,,,,No,No
Munich,,Full-time employee,,Tech Lead / Team Lead,,9,8,Senior,,C / C++,"Python,Java / Scala,C / C++,SQL",8,English,,,1000+,112000,180000,230000,30,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,10,6,Middle,,Java,Kotlin,3,"Russian,English",,,1000+,96500,104000,94000,30,,,,,,,No,No
Berlin,,Full-time employee,,Tech Lead / Team Lead,,12,1,Head / Principal,,Python,"Python,Go,SQL,AWS,Kubernetes,Terraform,Docker,Other",0,English,,,101-1000,95000,95000,,28,,,,,,,No,100 - 500
Munich,,Full-time employee,,Software Engineer,,5,5,Middle,,Java,"SQL,Docker,Other",3,"German,English,Russian",,,1000+,69300,69300,64500,30,,,,,,No,Yes,No
Stuttgart,,Full-time employee,,Product Manager,,5,4,Senior,,Other,,3,English,,,up to 10,65000,65000,58000,30,,,,,,,No,No
Berlin,,Self-employed (freelancer),,Software Engineer,,15,15,Lead / Staff,,JavaScript / Typescript," React,NodeJS",2,"English,German",,,101-1000,,,,,110,2900,30,,,,No,No
Berlin,,Full-time employee,,QA Engineer,,15,3,Senior,,Java,SQL,0,"Russian,English",,,1000+,81000,84675,60000,30,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,17,3,Senior,,Go,"PHP,Docker,Kubernetes",0,"Russian,English",,,101-1000,85000,85000,78000,26,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,6,3,Senior,,C / C++,"Java / Scala,Python,Kotlin",0,"English,Russian",,,1000+,90000,9,75,30,,,,,,,No,500 - 1000
Berlin,,Full-time employee,,DevOps,,16,8,Senior,,Other,"Python,Go,Kubernetes,Terraform,Docker",1,English,HCL,,51-100,95000,100000,70000,26,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Data Scientist,,6,3,Senior,,Python,"SQL,Docker,Google Cloud",0,English,,,1000+,116000,146000,105000,28,,,,,,No,Yes,up to 100 euro
Berlin,,Full-time employee,,Backend Developer,,15,4,Senior,,PHP,Go,1,English,,,101-1000,80000,80000,73000,25,,,,,,,No,No
Berlin,,Full-time employee,,Engineering Manager,,1,5,Junior,,JavaScript / Typescript," React,Javascript / Typescript,NodeJS",0,"English,German",,,1000+,100000,100000,76000,30,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,Frontend Developer,,7,1,Senior,,JavaScript / Typescript,"Javascript / Typescript, React",1,English,,,51-100,75000,75000,,30,,,,,,No,Yes,No
Berlin,,Full-time employee,,QA Engineer,,14,7,Lead / Staff,,Kotlin,"Javascript / Typescript,Java / Scala",3,English,,,11-50,80000,88000,69000,30,,,,,,,No,No
Munich,,Full-time employee,,Backend Developer,,18,5,Senior,,PHP,"Go,AWS,Docker",1,English,,,101-1000,83000,83000,83000,28,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,15,5,Senior,,JavaScript / Typescript,"Javascript / Typescript, React,Other",1,English,,,51-100,95000,95000,85000,unlimited,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,3,0,Middle,,Go,Docker,0,English,,,101-1000,72000,72000,,unlimited,,,,,,No,Yes,No
Berlin,,Full-time employee,,Backend Developer,,14,1,Senior,,Java,"Python,SQL,AWS,Kubernetes,Terraform,Docker",1,English,,,101-1000,82500,106000,,28,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,BI Developer / Data Engineer,,10,7,Senior,,Python,"SQL,Terraform,Docker",2,English,,,1000+,90000,113500,83500,28,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,5,3,Middle,,JavaScript / Typescript,"Python,Swift",0,English,,,1000+,115000,170000,65000,30,,,,,,No,Yes,over 1000 euros
Berlin,,Full-time employee,,Software Engineer,,8,7,Senior,,Scala,"Go,Docker",3,English,,,1000+,100000,101800,,30,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,12,7,Lead / Staff,,JavaScript / Typescript,"Javascript / Typescript,Angular,NodeJS,Go,Python,Java / Scala,AWS",0,English,,,51-100,165000,195000,180000,25,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,8,6,Lead / Staff,,Go,"AWS,Google Cloud,Kubernetes,Docker,Terraform",0,English,,,101-1000,126000,136000,90000,28,,,,,,,No,No
Berlin,,Full-time employee,,Backend Developer,,7,4,Senior,,Java,Kotlin,0,English,,,1000+,110000,125000,88000,24,,,,,,No,Yes,No
Berlin,,Self-employed (freelancer),,Software Engineer,,10,7,Senior,,JavaScript / Typescript," React,NodeJS",0,English,,,1000+,,,,,75,1580,31,0,,No,Yes,No
Berlin,,Full-time employee,,Other,Technical Account Manager,12,1,Senior,,SQL,Python,1,English,,,101-1000,67000,67000,63000,unlimited,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Software Engineer,,10,2,Lead / Staff,,JavaScript / Typescript,"C / C++,Kotlin, React,Other",1,English,,,11-50,190000,190000,,unlimited,,,,,,,No,No
Darmstadt,,Full-time employee,,BI Developer / Data Engineer,,5,3,Senior,,SQL,SQL,3,English,,,up to 10,60000,60000,60000,30,,,,,,,No,No
Berlin,,Full-time employee,,Software Engineer,,12,7,Senior,,Python,"Python,Go,AWS,Google Cloud,Docker,Terraform,Kubernetes",0,English,,,11-50,90000,9000,80000,30,,,,,,,No,No
Munich,,Full-time employee,,Software Engineer,,5,1,Senior,,Java,"Go,AWS,Docker",1,English,,,1000+,80000,80000,,30,,,,,,,No,No
Other,Leipzig,Full-time employee,,Mobile Developer,,7,1,Senior,,Swift,,0,"English,German",,,101-1000,85000,85000,,30,,,,,,No,Yes,100 - 500
Berlin,,Full-time employee,,Software Engineer,,3,3,Middle,,JavaScript / Typescript," React,NodeJS",3,English,,,51-100,68000,71060,60000,Unlimited,,,,,,,No,100 - 500
Berlin,,Full-time employee,,Engineering Manager,,17,6,Middle,,Java,"SQL,Go,AWS,Kubernetes,Docker",1,English,,,101-1000,105000,105000,75000,28,,,,,,No,Yes,No
Stuttgart,,Full-time employee,,QA Engineer,,6,5,Senior,,JavaScript / Typescript,"NodeJS,Azure",2,English,,,101-1000,71500,71500,70000,30,,,,,,,No,No
Hamburg,,Full-time employee,,Other,Support,20,4,Senior,,Bash,"Kubernetes,AWS",4,English,,,101-1000,69000,74000,75000,28,,,,,,No,Yes,No
